NC_045512	1	0
NC_045512	2	0
NC_045512	3	0
NC_045512	4	0
NC_045512	5	0
NC_045512	6	0
NC_045512	7	0
NC_045512	8	0
NC_045512	9	0
NC_045512	10	0
NC_045512	11	0
NC_045512	12	0
NC_045512	13	0
NC_045512	14	0
NC_045512	15	0
NC_045512	16	0
NC_045512	17	0
NC_045512	18	0
NC_045512	19	0
NC_045512	20	0
NC_045512	21	0
NC_045512	22	0
NC_045512	23	0
NC_045512	24	0
NC_045512	25	0
NC_045512	26	0
NC_045512	27	0
NC_045512	28	0
NC_045512	29	0
NC_045512	30	0
NC_045512	31	0
NC_045512	32	0
NC_045512	33	0
NC_045512	34	0
NC_045512	35	0
NC_045512	36	0
NC_045512	37	0
NC_045512	38	0
NC_045512	39	0
NC_045512	40	0
NC_045512	41	0
NC_045512	42	0
NC_045512	43	0
NC_045512	44	0
NC_045512	45	0
NC_045512	46	0
NC_045512	47	0
NC_045512	48	0
NC_045512	49	0
NC_045512	50	0
NC_045512	51	0
NC_045512	52	0
NC_045512	53	0
NC_045512	54	0
NC_045512	55	0
NC_045512	56	0
NC_045512	57	0
NC_045512	58	0
NC_045512	59	0
NC_045512	60	0
NC_045512	61	0
NC_045512	62	0
NC_045512	63	0
NC_045512	64	0
NC_045512	65	0
NC_045512	66	0
NC_045512	67	0
NC_045512	68	0
NC_045512	69	0
NC_045512	70	0
NC_045512	71	0
NC_045512	72	0
NC_045512	73	0
NC_045512	74	0
NC_045512	75	0
NC_045512	76	0
NC_045512	77	0
NC_045512	78	0
NC_045512	79	0
NC_045512	80	0
NC_045512	81	0
NC_045512	82	0
NC_045512	83	0
NC_045512	84	0
NC_045512	85	0
NC_045512	86	0
NC_045512	87	0
NC_045512	88	0
NC_045512	89	0
NC_045512	90	0
NC_045512	91	0
NC_045512	92	0
NC_045512	93	0
NC_045512	94	0
NC_045512	95	0
NC_045512	96	0
NC_045512	97	0
NC_045512	98	0
NC_045512	99	0
NC_045512	100	0
NC_045512	101	0
NC_045512	102	0
NC_045512	103	0
NC_045512	104	0
NC_045512	105	0
NC_045512	106	0
NC_045512	107	0
NC_045512	108	0
NC_045512	109	0
NC_045512	110	0
NC_045512	111	0
NC_045512	112	0
NC_045512	113	0
NC_045512	114	0
NC_045512	115	0
NC_045512	116	0
NC_045512	117	0
NC_045512	118	0
NC_045512	119	0
NC_045512	120	0
NC_045512	121	0
NC_045512	122	0
NC_045512	123	0
NC_045512	124	0
NC_045512	125	0
NC_045512	126	0
NC_045512	127	0
NC_045512	128	0
NC_045512	129	0
NC_045512	130	0
NC_045512	131	0
NC_045512	132	0
NC_045512	133	0
NC_045512	134	0
NC_045512	135	0
NC_045512	136	0
